Gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,fold,,p < 0.05:,up,down,,,,,,
Bcl6,1.85E-05,-0.297079125,0.068,0.172,0.595833118,-1.228654364,,,,,,,,,,
Stx16,0.000877758,-0.297097735,0.245,0.372,1,-1.228670214,,,,,,,,,,
Eif2s3y,7.16E-05,-0.297555977,0.216,0.374,1,-1.229060537,,,,,,,,,,
Gsr,3.99E-06,-0.297725599,0.061,0.172,0.128728803,-1.22920505,,,,,,,,,,
Brip1,9.91E-05,-0.298431745,0.029,0.104,1,-1.229806847,,,,,,,,,,
Stk38,2.65E-06,-0.299015141,0.284,0.496,0.08556217,-1.230304257,,,,,,,,,,
Prelid2,1.28E-05,-0.299643205,0.135,0.282,0.412738982,-1.230839975,,,,,,,,,,
Usp53,0.001887419,-0.299881684,0.113,0.194,1,-1.23104345,,,,,,,,,,
Mbip,9.73E-05,-0.299914133,0.035,0.114,1,-1.231071139,,,,,,,,,,
Racgap1,1.10E-05,-0.300140934,0.065,0.179,0.35354728,-1.231264687,,,,,,,,,,
Scpep1,7.61E-05,-0.300496748,0.068,0.161,1,-1.231568394,,,,,,,,,,
Ubtd1,0.00014592,-0.300505629,0.039,0.115,1,-1.231575975,,,,,,,,,,
Klhl6,2.24E-05,-0.300759769,0.239,0.427,0.721104427,-1.231792944,,,,,,,,,,
Bcar3,0.000432174,-0.300786084,0.242,0.383,1,-1.231815412,,,,,,,,,,
Nxpe4,0.000454403,-0.30087063,0.084,0.176,1,-1.231887602,,,,,,,,,,
Ahnak,5.67E-06,-0.301018599,0.252,0.441,0.182835059,-1.232013956,,,,,,,,,,
Glrx3,0.00044918,-0.3015525,0.087,0.174,1,-1.232469975,,,,,,,,,,
Dtnbp1,0.000274244,-0.301827805,0.197,0.321,1,-1.232705185,,,,,,,,,,
Uhrf1bp1l,0.000164442,-0.301899535,0.281,0.421,1,-1.232766477,,,,,,,,,,
Ugdh,5.65E-06,-0.301944165,0.048,0.154,0.182399186,-1.232804613,,,,,,,,,,
Klhl7,4.25E-05,-0.301995499,0.061,0.156,1,-1.232848479,,,,,,,,,,
Naa16,2.23E-05,-0.302819826,0.2,0.364,0.72035986,-1.233553105,,,,,,,,,,
Pdlim1,1.46E-05,-0.30373149,0.048,0.148,0.472449119,-1.234332855,,,,,,,,,,
Huwe1,3.85E-06,-0.30399917,0.548,0.76,0.124214898,-1.234561896,,,,,,,,,,
Ano10,1.80E-05,-0.304024048,0.052,0.154,0.579169354,-1.234583186,,,,,,,,,,
Map3k8,5.99E-05,-0.30457758,0.071,0.174,1,-1.23505696,,,,,,,,,,
Etfa,2.31E-05,-0.305047797,0.219,0.377,0.746703877,-1.235459568,,,,,,,,,,
Hbp1,2.10E-05,-0.305057719,0.042,0.132,0.678654139,-1.235468064,,,,,,,,,,
Cflar,1.26E-05,-0.305914298,0.274,0.445,0.405521107,-1.236201823,,,,,,,,,,
Tm9sf2,6.51E-06,-0.306654598,0.235,0.416,0.209883973,-1.236836327,,,,,,,,,,
Echdc1,0.000248775,-0.306940745,0.071,0.158,1,-1.237081668,,,,,,,,,,
Fbxo3,8.00E-05,-0.307088968,0.106,0.218,1,-1.237208772,,,,,,,,,,
Il21r,9.83E-06,-0.307525675,0.161,0.33,0.317280392,-1.237583335,,,,,,,,,,
Alms1,0.000536551,-0.307713371,0.068,0.148,1,-1.237744356,,,,,,,,,,
Mpp7,9.13E-05,-0.307805409,0.068,0.158,1,-1.237823322,,,,,,,,,,
Fntb,5.31E-05,-0.308357076,0.058,0.154,1,-1.238296739,,,,,,,,,,
Dse,5.60E-05,-0.309058248,0.065,0.167,1,-1.238898717,,,,,,,,,,
Scyl2,0.000101012,-0.309724147,0.061,0.152,1,-1.239470682,,,,,,,,,,
Kctd9,0.000580979,-0.309952102,0.068,0.148,1,-1.239666542,,,,,,,,,,
Luzp1,0.000467416,-0.309978594,0.132,0.234,1,-1.239689306,,,,,,,,,,
Sepsecs,0.002343046,-0.310174018,0.087,0.158,1,-1.239857243,,,,,,,,,,
Ccdc15,0.000244853,-0.310175315,0.042,0.117,1,-1.239858357,,,,,,,,,,
Tmem243,1.79E-05,-0.310184737,0.326,0.511,0.578605009,-1.239866455,,,,,,,,,,
Trap1,0.000207251,-0.310626934,0.055,0.134,1,-1.240246541,,,,,,,,,,
Rtcb,0.000178381,-0.311157702,0.052,0.134,1,-1.240702912,,,,,,,,,,
Iglc3,0.000190552,-0.311749469,0.058,0.145,1,-1.24121193,,,,,,,,,,
Phf8,4.06E-06,-0.312374902,0.123,0.271,0.130866811,-1.241750133,,,,,,,,,,
Prmt3,5.63E-06,-0.312945903,0.113,0.251,0.181804113,-1.242241701,,,,,,,,,,
Ssr3,2.53E-05,-0.313465244,0.058,0.159,0.81682241,-1.242688962,,,,,,,,,,
Zfp948,0.000423461,-0.313630475,0.048,0.123,1,-1.242831295,,,,,,,,,,
Iffo1,4.65E-06,-0.314416237,0.035,0.136,0.149967339,-1.243508387,,,,,,,,,,
Unc93b1,5.15E-05,-0.314440774,0.242,0.414,1,-1.243529536,,,,,,,,,,
Schip1,4.84E-05,-0.314593239,0.026,0.101,1,-1.24366096,,,,,,,,,,
Sufu,0.000256657,-0.31484145,0.113,0.218,1,-1.243874946,,,,,,,,,,
Zfp444,0.000164689,-0.315730532,0.035,0.108,1,-1.244641738,,,,,,,,,,
Nudt13,0.000933604,-0.316297871,0.055,0.123,1,-1.24513129,,,,,,,,,,
Rfx3,9.43E-06,-0.316685377,0.287,0.489,0.304117138,-1.245465775,,,,,,,,,,
Zfp943,1.32E-05,-0.317145483,0.081,0.2,0.425422215,-1.245863044,,,,,,,,,,
Cbx3,9.08E-06,-0.31741895,0.113,0.247,0.292996661,-1.246099223,,,,,,,,,,
Mapre2,0.001030447,-0.317463875,0.2,0.315,1,-1.246138026,,,,,,,,,,
Lrp6,6.94E-05,-0.3175228,0.235,0.379,1,-1.246188925,,,,,,,,,,
Atg3,0.000274701,-0.317661238,0.148,0.255,1,-1.246308512,,,,,,,,,,
Mrps5,3.27E-05,-0.317734426,0.042,0.13,1,-1.246371739,,,,,,,,,,
Setd1a,3.08E-05,-0.318082823,0.042,0.132,0.992688564,-1.246672762,,,,,,,,,,
Prrc2a,8.76E-05,-0.318397191,0.068,0.161,1,-1.246944446,,,,,,,,,,
Gas7,1.28E-05,-0.318516836,0.058,0.168,0.411840935,-1.247047861,,,,,,,,,,
Hnrnpk,1.08E-05,-0.318540957,0.226,0.394,0.34852114,-1.247068711,,,,,,,,,,
Slc44a2,4.76E-06,-0.318563678,0.181,0.361,0.153597864,-1.247088351,,,,,,,,,,
Gart,8.70E-05,-0.318699095,0.061,0.154,1,-1.247205413,,,,,,,,,,
Tm9sf1,4.99E-05,-0.318905199,0.029,0.108,1,-1.247383602,,,,,,,,,,
Kif20b,0.000216037,-0.319317267,0.042,0.119,1,-1.247739936,,,,,,,,,,
Hnrnpd,5.21E-05,-0.319401885,0.223,0.372,1,-1.247813121,,,,,,,,,,
1110019D14Rik,4.18E-06,-0.319806032,0.019,0.104,0.134953663,-1.248162724,,,,,,,,,,
Phkb,5.44E-06,-0.31994491,0.277,0.473,0.17536861,-1.248282881,,,,,,,,,,
B3gnt5,0.003329413,-0.319999692,0.1,0.179,1,-1.248330283,,,,,,,,,,
Katnbl1,2.11E-05,-0.320172415,0.081,0.196,0.680090879,-1.248479745,,,,,,,,,,
Kansl2,9.49E-05,-0.320364723,0.068,0.163,1,-1.248646175,,,,,,,,,,
Utp3,4.16E-05,-0.320377782,0.035,0.119,1,-1.248657477,,,,,,,,,,
Lats1,0.000112933,-0.320553275,0.142,0.258,1,-1.248809377,,,,,,,,,,
Wdr11,3.22E-05,-0.320597393,0.077,0.183,1,-1.248847567,,,,,,,,,,
Psmd1,5.16E-05,-0.320740677,0.168,0.302,1,-1.248971604,,,,,,,,,,
Ptpn12,2.71E-06,-0.320752979,0.168,0.333,0.087353015,-1.248982254,,,,,,,,,,
Chtop,1.36E-05,-0.320923178,0.084,0.201,0.438676955,-1.249129609,,,,,,,,,,
Bcap31,9.70E-06,-0.321799541,0.1,0.227,0.313044207,-1.249888622,,,,,,,,,,
Blm,2.25E-05,-0.322329433,0.055,0.158,0.724918404,-1.250347782,,,,,,,,,,
Slc43a3,6.02E-06,-0.32470015,0.042,0.145,0.194274598,-1.252404112,,,,,,,,,,
Aven,0.000358185,-0.325007835,0.129,0.236,1,-1.252671241,,,,,,,,,,
Ppp4r3a,8.10E-06,-0.326184292,0.268,0.46,0.261356225,-1.253693159,,,,,,,,,,
Pcgf3,0.000255123,-0.326349428,0.081,0.17,1,-1.253836669,,,,,,,,,,
Utp14a,0.000231963,-0.326465687,0.055,0.137,1,-1.253937713,,,,,,,,,,
Atp6v0a1,0.000469744,-0.327697066,0.119,0.223,1,-1.255008439,,,,,,,,,,
Clk4,7.52E-06,-0.328835904,0.242,0.414,0.242464233,-1.255999512,,,,,,,,,,
Lpin1,8.80E-06,-0.329281893,0.11,0.238,0.28376391,-1.256387847,,,,,,,,,,
Fcrl5,0.001348235,-0.329864393,0.19,0.302,1,-1.256895227,,,,,,,,,,
Rlf,5.80E-06,-0.330011504,0.265,0.436,0.187045912,-1.257023398,,,,,,,,,,
Kif18a,2.24E-05,-0.330024521,0.026,0.108,0.723596321,-1.25703474,,,,,,,,,,
Wdr91,4.54E-06,-0.330681325,0.019,0.104,0.146521634,-1.25760715,,,,,,,,,,
Morrbid,0.000208804,-0.331069436,0.052,0.136,1,-1.257945514,,,,,,,,,,
Topbp1,3.95E-06,-0.331842803,0.139,0.297,0.127334524,-1.258620026,,,,,,,,,,
Iglc1,2.98E-05,-0.332190267,0.058,0.158,0.962079544,-1.258923194,,,,,,,,,,
Map3k7,1.71E-06,-0.332381177,0.097,0.238,0.055172547,-1.259089796,,,,,,,,,,
Arhgap35,4.10E-05,-0.332574806,0.152,0.282,1,-1.259258794,,,,,,,,,,
Gstcd,9.07E-05,-0.332705671,0.065,0.158,1,-1.259373025,,,,,,,,,,
Slc17a9,1.06E-05,-0.333016345,0.026,0.114,0.341532877,-1.259644251,,,,,,,,,,
Prag1,1.16E-05,-0.33380656,0.119,0.253,0.373351933,-1.260334392,,,,,,,,,,
Mrs2,0.000121573,-0.335964175,0.055,0.139,1,-1.262220688,,,,,,,,,,
Sash3,1.97E-06,-0.33615595,0.097,0.247,0.063507089,-1.262388484,,,,,,,,,,
Fam111a,7.47E-06,-0.336800564,0.155,0.308,0.241171982,-1.262952661,,,,,,,,,,
Rnf111,2.64E-06,-0.338047271,0.3,0.518,0.085045248,-1.264044515,,,,,,,,,,
Cdc16,3.12E-05,-0.338991448,0.035,0.121,1,-1.264872044,,,,,,,,,,
Dscam,0.00107387,-0.33923112,0.087,0.174,1,-1.265082193,,,,,,,,,,
Tfdp1,1.35E-05,-0.339851773,0.061,0.168,0.435301976,-1.265626553,,,,,,,,,,
Hsp90b1,0.000989678,-0.340329897,0.316,0.484,1,-1.266046064,,,,,,,,,,
Ahdc1,0.00054113,-0.340456412,0.103,0.196,1,-1.266157093,,,,,,,,,,
Sgk3,2.42E-06,-0.34108963,0.129,0.277,0.078078917,-1.266712948,,,,,,,,,,
Ercc6,2.06E-05,-0.341292821,0.074,0.181,0.66441228,-1.266891366,,,,,,,,,,
Myo1d,0.000612845,-0.343004487,0.097,0.181,1,-1.268395344,,,,,,,,,,
Hacd2,3.86E-06,-0.343364373,0.129,0.269,0.124458116,-1.26871179,,,,,,,,,,
Rps6kb1,1.07E-05,-0.343763866,0.265,0.443,0.346267904,-1.269063154,,,,,,,,,,
Trim37,0.000142815,-0.343913521,0.048,0.13,1,-1.269194805,,,,,,,,,,
Pex2,1.34E-05,-0.344028167,0.023,0.103,0.433198502,-1.269295667,,,,,,,,,,
Tmtc2,0.002200774,-0.344062005,0.09,0.165,1,-1.269325439,,,,,,,,,,
Inpp5b,3.49E-06,-0.344913257,0.097,0.225,0.112679196,-1.270074616,,,,,,,,,,
Hnrnpa1,5.12E-06,-0.344987459,0.135,0.277,0.165244255,-1.270139941,,,,,,,,,,
Zfp787,2.96E-06,-0.345473677,0.023,0.112,0.095644435,-1.270568077,,,,,,,,,,
Cct3,1.37E-05,-0.346015256,0.084,0.201,0.44139781,-1.271045131,,,,,,,,,,
Cd180,3.00E-06,-0.346411981,0.126,0.278,0.096730869,-1.271394702,,,,,,,,,,
Ppme1,3.59E-05,-0.347842766,0.071,0.176,1,-1.272656225,,,,,,,,,,
Osbpl1a,2.96E-06,-0.34796337,0.023,0.112,0.095359081,-1.272762619,,,,,,,,,,
Vcp,3.14E-06,-0.349709769,0.155,0.317,0.101289598,-1.274304246,,,,,,,,,,
Gm37494,1.07E-05,-0.349763423,0.077,0.194,0.344093842,-1.274351638,,,,,,,,,,
Ercc6l2,0.000666584,-0.349787369,0.265,0.408,1,-1.274372791,,,,,,,,,,
Kdm6a,1.12E-05,-0.351657222,0.294,0.482,0.361540129,-1.276025555,,,,,,,,,,
Fam241a,3.69E-06,-0.353013341,0.052,0.163,0.118903659,-1.27722557,,,,,,,,,,
Brox,2.10E-06,-0.354623518,0.052,0.167,0.067875635,-1.278651864,,,,,,,,,,
Trim7,0.000489092,-0.356036534,0.181,0.278,1,-1.279904825,,,,,,,,,,
Heatr3,3.35E-05,-0.357139202,0.048,0.139,1,-1.280883444,,,,,,,,,,
Il9r,7.84E-05,-0.357536649,0.132,0.258,1,-1.281236362,,,,,,,,,,
E2f3,0.000101903,-0.358107857,0.116,0.233,1,-1.281743745,,,,,,,,,,
Lncppara,8.94E-05,-0.358854268,0.081,0.178,1,-1.282407055,,,,,,,,,,
Snx29,3.16E-06,-0.35986725,0.261,0.436,0.1019781,-1.283307808,,,,,,,,,,
Fig4,3.30E-05,-0.361587614,0.09,0.205,1,-1.284839021,,,,,,,,,,
Ppfibp2,0.000138135,-0.362653446,0.084,0.183,1,-1.285788583,,,,,,,,,,
Cbfa2t3,7.62E-05,-0.364184658,0.094,0.205,1,-1.287153986,,,,,,,,,,
Fgd6,0.000152219,-0.365056761,0.068,0.159,1,-1.287932301,,,,,,,,,,
Rufy1,0.000133586,-0.368424337,0.081,0.178,1,-1.290942137,,,,,,,,,,
Bmpr1a,0.000191112,-0.368897549,0.197,0.324,1,-1.291365642,,,,,,,,,,
Hoxa3,1.71E-06,-0.369543775,0.023,0.117,0.055093666,-1.291944213,,,,,,,,,,
Lpgat1,1.46E-05,-0.370066591,0.255,0.438,0.470729746,-1.292412483,,,,,,,,,,
Ncoa6,4.34E-06,-0.370644055,0.168,0.324,0.139964551,-1.292929898,,,,,,,,,,
Gramd4,0.000115632,-0.370905494,0.206,0.361,1,-1.293164218,,,,,,,,,,
Rap2c,6.45E-06,-0.371325528,0.029,0.121,0.208075249,-1.293540772,,,,,,,,,,
Tenm4,0.062425916,-0.37144903,0.094,0.137,1,-1.29365151,,,,,,,,,,
Zranb3,0.000137853,-0.371544105,0.039,0.115,1,-1.293736766,,,,,,,,,,
Vim,3.57E-06,-0.3716626,0.071,0.196,0.115044667,-1.293843031,,,,,,,,,,
Cep152,1.09E-05,-0.371986391,0.048,0.152,0.352900879,-1.294133447,,,,,,,,,,
BC035044,9.92E-05,-0.372039686,0.103,0.216,1,-1.294181255,,,,,,,,,,
Erlec1,1.88E-06,-0.372466923,0.09,0.229,0.060725155,-1.294564568,,,,,,,,,,
Dennd3,0.000171738,-0.374661814,0.132,0.238,1,-1.296535595,,,,,,,,,,
Bicdl1,7.80E-05,-0.376112292,0.081,0.181,1,-1.29783978,,,,,,,,,,
Chek2,3.97E-06,-0.376655921,0.026,0.119,0.128234361,-1.298328918,,,,,,,,,,
Mgat1,1.41E-05,-0.377103416,0.09,0.207,0.453357164,-1.298731696,,,,,,,,,,
C130026I21Rik,2.91E-05,-0.377521199,0.277,0.449,0.938171396,-1.299107843,,,,,,,,,,
Havcr1,1.08E-05,-0.378013874,0.042,0.141,0.347637345,-1.29955156,,,,,,,,,,
Foxk2,7.93E-06,-0.37907044,0.103,0.229,0.2560108,-1.300503642,,,,,,,,,,
Ptpn14,8.71E-05,-0.379088733,0.084,0.185,1,-1.300520133,,,,,,,,,,
Vps50,2.19E-05,-0.379446054,0.061,0.163,0.706387508,-1.30084228,,,,,,,,,,
Arhgef2,9.59E-06,-0.382580095,0.129,0.267,0.309305806,-1.303671239,,,,,,,,,,
Acadsb,5.69E-06,-0.383244645,0.077,0.192,0.183483785,-1.304271888,,,,,,,,,,
Ehbp1,3.16E-05,-0.383592436,0.129,0.247,1,-1.304586347,,,,,,,,,,
Pikfyve,8.70E-06,-0.383683893,0.184,0.339,0.280587171,-1.304669052,,,,,,,,,,
Trps1,1.21E-05,-0.384566939,0.403,0.557,0.390195926,-1.305467859,,,,,,,,,,
Hells,0.000219726,-0.386289918,0.061,0.148,1,-1.307027882,,,,,,,,,,
Gcfc2,3.66E-06,-0.387228776,0.042,0.147,0.11804273,-1.307878729,,,,,,,,,,
Dph6,1.93E-05,-0.389468089,0.119,0.247,0.621316821,-1.309910361,,,,,,,,,,
Spen,5.90E-06,-0.391302315,0.145,0.288,0.190311226,-1.311576825,,,,,,,,,,
Nceh1,2.55E-05,-0.392221286,0.177,0.308,0.823924142,-1.312412542,,,,,,,,,,
Pisd,6.25E-06,-0.395813832,0.055,0.159,0.201657595,-1.315684736,,,,,,,,,,
Cep170,7.10E-06,-0.39690583,0.097,0.227,0.229042856,-1.316680975,,,,,,,,,,
Slc12a7,0.00020497,-0.400296316,0.11,0.212,1,-1.319778954,,,,,,,,,,
Dnajc15,5.48E-06,-0.400386924,0.142,0.289,0.176702798,-1.319861844,,,,,,,,,,
Mgmt,3.87E-05,-0.403478356,0.081,0.192,1,-1.322693099,,,,,,,,,,
Jaml,4.13E-06,-0.41353636,0.029,0.125,0.133275642,-1.331946708,,,,,,,,,,
Kiz,2.85E-05,-0.413907373,0.077,0.187,0.920624109,-1.332289284,,,,,,,,,,
Slc25a19,2.73E-05,-0.414112919,0.077,0.185,0.881248498,-1.332479113,,,,,,,,,,
Iglc2,1.03E-05,-0.416782714,0.116,0.251,0.333825799,-1.33494723,,,,,,,,,,
Cfh,0.000308369,-0.418634635,0.135,0.24,1,-1.336661941,,,,,,,,,,
Slco3a1,0.000113343,-0.418944269,0.332,0.467,1,-1.336948849,,,,,,,,,,
Mms22l,4.31E-05,-0.419271243,0.1,0.214,1,-1.33725189,,,,,,,,,,
Sbf2,4.44E-06,-0.419850738,0.206,0.357,0.143174435,-1.33778914,,,,,,,,,,
Plxnc1,0.000373724,-0.424630696,0.158,0.271,1,-1.342228873,,,,,,,,,,
Ezh2,0.000107126,-0.426552251,0.145,0.264,1,-1.344017805,,,,,,,,,,
Rasgrp3,0.000106508,-0.427139979,0.158,0.288,1,-1.344565446,,,,,,,,,,
Mdn1,1.83E-05,-0.427500741,0.155,0.302,0.590357993,-1.344901711,,,,,,,,,,
Limd1,5.01E-06,-0.43448499,0.197,0.361,0.161660282,-1.351428317,,,,,,,,,,
Crppa,0.000372672,-0.438046838,0.052,0.128,1,-1.35476896,,,,,,,,,,
Sidt1,4.13E-06,-0.439708183,0.229,0.408,0.13331226,-1.356329952,,,,,,,,,,
Slc49a4,7.83E-06,-0.443106049,0.071,0.187,0.252516046,-1.359528174,,,,,,,,,,
Prc1,3.57E-06,-0.457006675,0.035,0.136,0.115193328,-1.372690783,,,,,,,,,,
Gm33843,0.089182981,-0.457832097,0.094,0.134,1,-1.373476377,,,,,,,,,,
Gm47071,4.07E-05,-0.458641717,0.071,0.176,1,-1.374247369,,,,,,,,,,
Dlgap1,0.000251711,-0.463593798,0.032,0.103,1,-1.378972607,,,,,,,,,,
Slc44a1,5.19E-05,-0.468692654,0.1,0.209,1,-1.383854874,,,,,,,,,,
Nxpe2,0.000136904,-0.480261975,0.045,0.125,1,-1.394996957,,,,,,,,,,
Adgrl2,2.80E-06,-0.487385419,0.097,0.225,0.090447935,-1.40190192,,,,,,,,,,
Mbnl3,9.92E-06,-0.488294366,0.074,0.189,0.320041358,-1.402785444,,,,,,,,,,
Txndc5,2.23E-06,-0.494913017,0.09,0.225,0.072071016,-1.409235787,,,,,,,,,,
Il6ra,1.72E-06,-0.504788437,0.071,0.198,0.055398448,-1.418915265,,,,,,,,,,
Dlc1,1.58E-06,-0.512959619,0.048,0.156,0.051131854,-1.426974564,,,,,,,,,,
Vav2,6.43E-06,-0.515273303,0.148,0.284,0.207319962,-1.429264873,,,,,,,,,,
Top2a,0.000189545,-0.528421369,0.094,0.192,1,-1.442350078,,,,,,,,,,
Gm31718,1.83E-06,-0.531626669,0.094,0.229,0.059158878,-1.445558174,,,,,,,,,,
Cadm1,1.89E-06,-0.53368857,0.119,0.256,0.061124439,-1.447625644,,,,,,,,,,
Kif15,7.69E-05,-0.537584752,0.039,0.119,1,-1.451540426,,,,,,,,,,
Atp8b4,7.10E-06,-0.554977106,0.248,0.407,0.229011464,-1.469145319,,,,,,,,,,
Spred2,8.62E-06,-0.559267938,0.171,0.3,0.278048382,-1.473521323,,,,,,,,,,
Mki67,1.92E-06,-0.611648358,0.048,0.161,0.061969329,-1.52800404,,,,,,,,,,
Tshz2,0.000244758,-0.651059062,0.126,0.225,1,-1.570320523,,,,,,,,,,
Diaph3,0.000146615,-0.654127074,0.11,0.214,1,-1.573663495,,,,,,,,,,
Spon1,1.44E-05,-0.67314147,0.077,0.189,0.463135768,-1.594541305,,,,,,,,,,
Rad51b,2.25E-06,-0.740398508,0.116,0.255,0.072576003,-1.670637246,,,,,,,,,,
Parm1,1.98E-06,-1.085774494,0.029,0.126,0.064026867,-2.122514624,,,,,,,,,,
